id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
25752323,风筝,,https://dou.img.lithub.cc/movie/25752323.jpg,2017-12-17(中国大陆),https://movie.douban.com/subject/25752323/,8.8,"剧情,悬疑",5,看的51集未删减版本。一边是愚，一边是义。,,2024-08-01 23:04:11,2017 / 中国大陆 / 剧情 悬疑 / 柳云龙 / 柳云龙 罗海琼
35956190,走走停停,,https://dou.img.lithub.cc/movie/35956190.jpg,2024-06-08(中国大陆),https://movie.douban.com/subject/35956190/,8,"剧情,喜剧,家庭",2,不喜欢。,,2024-07-14 23:21:27,2024 / 中国大陆 / 剧情 喜剧 家庭 / 龙飞 / 胡歌 高圆圆
35656028,天行健,,https://dou.img.lithub.cc/movie/35656028.jpg,2024-05-08(中国大陆),https://movie.douban.com/subject/35656028/,8.5,剧情,5,好剧，但好像热度不太高,,2024-07-12 14:12:27,2024 / 中国大陆 / 剧情 / 楼健 卫立洲 / 秦俊杰 刘宇宁
36149032,我们一起摇太阳,,https://dou.img.lithub.cc/movie/36149032.jpg,2024-02-10(中国大陆点映),https://movie.douban.com/subject/36149032/,8.1,"剧情,爱情,家庭",5,哭哭笑笑，值得一看。,,2024-05-25 01:01:47,2024 / 中国大陆 中国香港 / 剧情 爱情 家庭 / 韩延 / 彭昱畅 李庚希
36245596,我的阿勒泰,,https://dou.img.lithub.cc/movie/36245596.jpg,2024-05-07(中国大陆),https://movie.douban.com/subject/36245596/,8.9,剧情,5,阖家团圆，撒花🎉,,2024-05-16 22:36:32,2024 / 中国大陆 / 剧情 / 滕丛丛 / 马伊琍 周依然
35575567,沙丘2,,https://dou.img.lithub.cc/movie/35575567.jpg,2024-03-08(中国大陆),https://movie.douban.com/subject/35575567/,8.2,"剧情,动作,科幻",3,场面是大，但剧情是真拖沓，这么个简简单单的故事整快三小时。明显不如第一部。,,2024-04-18 23:59:44,2024 / 美国 加拿大 / 剧情 动作 科幻 冒险 / 丹尼斯·维伦纽瓦 / 提莫西·查拉梅 赞达亚
35593344,奥本海默,,https://dou.img.lithub.cc/movie/35593344.jpg,2023-08-30(中国大陆),https://movie.douban.com/subject/35593344/,8.8,"剧情,传记,历史",4,,,2024-03-19 00:16:52,2023 / 美国 英国 / 剧情 传记 历史 / 克里斯托弗·诺兰 / 基里安·墨菲 艾米莉·布朗特
3001114,沙丘,,https://dou.img.lithub.cc/movie/3001114.jpg,2021-10-22(美国/中国大陆),https://movie.douban.com/subject/3001114/,7.7,"剧情,科幻,冒险",5,,,2024-03-10 21:20:06,2021 / 美国 / 剧情 科幻 冒险 / 丹尼斯·维伦纽瓦 / 提莫西·查拉梅 丽贝卡·弗格森
30391186,蜘蛛侠：纵横宇宙,,https://dou.img.lithub.cc/movie/30391186.jpg,2023-06-02(美国/中国大陆),https://movie.douban.com/subject/30391186/,8.4,"喜剧,动作,科幻",2,看得犯困，比平行宇宙那部差很多。,,2024-03-02 22:45:37,2023 / 美国 / 喜剧 动作 科幻 动画 奇幻 冒险 / 乔伊姆·多斯·桑托斯 凯普·鲍尔斯 贾斯汀·汤普森 / 沙梅克·摩尔 海莉·斯坦菲尔德
36151692,周处除三害,,https://dou.img.lithub.cc/movie/36151692.jpg,2024-03-01(中国大陆),https://movie.douban.com/subject/36151692/,8.1,"动作,犯罪",4,灵修院那段返回来干掉被邪教洗脑群众，很解气，一枪一个，这一段在国内院线上映的版本肯定会被剪掉吧。,,2024-03-01 23:08:22,2023 / 中国台湾 / 动作 犯罪 / 黄精甫 / 阮经天 袁富华
35712804,首尔之春,,https://dou.img.lithub.cc/movie/35712804.jpg,2023-11-22(韩国),https://movie.douban.com/subject/35712804/,8.8,剧情,5,不了解韩国历史，我以为片名叫《首尔之春》，怎么着也不至于叛军获胜吧，紧张刺激，一直到最后只剩首都警备司令官单枪匹马，我都还期待着局势反转。,,2024-02-24 00:19:30,2023 / 韩国 / 剧情 / 金成洙 / 黄政民 郑雨盛
